[0, "we break dance not hearts by Short Stack is my ringtone.... i LOVE that !!!.....\n"]
[658, "&quot;Promote My Site - Getting to the Front Page and Other Places in Social Media&quot; ( http://tinyurl.com/dflzg4 )\n"]
[659, "\" &quot;The universe is a living being\n"]
[660, "- &quot;the world makes music for people who listen &quot;\n"]
[661, "&quot;Will Digg\u00e2\u20ac\u2122s New Share Feature Pollute Twitter?&quot; ( http://tinyurl.com/ncqkm5 )\n"]
[662, "(angry) mixed motions! but soo frustrated x( http://plurk.com/p/13s5mg\n"]
[663, "(mood i am in)\n"]
[664, "*exited* I just bought some oreos!! I hope everyone likes oreos..\n"]
[665, "*hugs @ignorantsheep*\n"]
[666, "*sends you e-hugs*\n"]
[667, "*tear*\n"]
[668, "\" *cries* I'm so depressed\n"]
[669, "\"--- *On my way to the doctors with my Duo\n"]
[670, "*sob* must be in bed!!\n"]
[671, "*wishes she was at summer jam*\n"]
[672, "\"\n"]
[673, "-- . BABBBBBBBBYY .  I missed you MUCH!!\n"]
[674, ". Sunday is over.\n"]
[675, "-- . well then you gon have to stop w. that . &quot;IDC&quot; shit. JUST be faithful like *points to em* MOI!\n"]
[676, ".. why the jonas are bad with us !! come to paraguay\n"]
[677, "... its JONAS DAY!!!!!!!!\n"]
[678, "... UghH... Anybody wanna come to my house and cook? My mom is leavin for work and aint cook me shit !... Can't trust dem hoes!!!\n"]
[679, "....  i don't know what to do..\n"]
[680, ".... i think i lost my spanish book!! :-X\n"]
[681, ".... Life can be so complicated. I know God has a plan .... I just have to trust in him.\n"]
[682, "\" ......... Oh well\n"]
[683, ".........not really a good night guys ! buu huu\n"]
[684, "...I did not get cast in but I will keep looking for some dance opportunities.  I need some exercise.\n"]
[685, "...the ground around me is wet... i looked up to see if any drops fall on my face...it was drizzle all around but I am missing my drops\n"]
[686, "..i forgot to bring my new sharpie pens to school today..booo!\n"]
[687, "..omg...my celly is off...this hasn't happened to me in years...WTF!!! gota get my bill paid\n"]
[688, ": The Last Gadget http://tinyurl.com/pd4wyp #Geek_And_Poke\n"]
[689, ":'( this is so horrible\n"]
[690, ":'( where ius that one person that can make me smile\n"]
[691, ":S this tweetdeck is killing me hate it\n"]
[692, ";) July Flowers (July 2009) #Holiday\n"]
[693, "@ last.fm not working.\n"]
[694, "@aaronXnow finally got twitter haha\n"]
[695, "@aChAotIcBeaUtY\n"]
[696, "@Aimee_B_Loved I think there may be a connection between Paul Reubens and the reason why movie theater fl.. http://tr.im/nfKO\n"]
[697, "\"- @alexjreid - saw that earlier\n"]
[698, "\"- @alittlebit - temperature is down\n"]
[699, "\"-- @anyamanda said I tweets less these days so\n"]
[700, "\" @AuroraLee Would love to see you guys sometime! *grin* - and aw rats\n"]
[701, "- @benboychuk I hope it's not actually on here birthday that she's getting shots.\n"]
[702, "\" @billbeckett's signature has 100% rubbed off my mondayeyes bracelet. At least I have plenty of autographs from him\n"]
[703, "@blackswan2 &quot;to all you&quot; ? http://blip.fm/~7d1qo\n"]
[704, "@blondediva11 What happened while I was gone? Anybody get arrested http://tr.im/koFz\n"]
[705, "- @breegeek I'll know if u can't find a replacement 4me. I'll still pay u if not.  I won't let u hang\n"]
[706, "@canuckgrrrl Seeing a guy dressed up as a banana totally made my day. Phallic symbol FTW http://tr.im/mVTm\n"]
[707, "- @carole29 yep  coz of the England game on Wednesday\n"]
[708, "\"\n"]
[709, "-- . =D There's my BOO.  *Blushes*\n"]
[710, "-- . BYYEEE . ILY2 Jamarcusssssss\n"]
[711, ". I was want to buy the sims 3 . But it sold out . Wtf . Haha..\n"]
[712, "-- . You aint gotta apologize. I know I'm not ugly.\n"]
[713, ".. just\n"]
[714, "\" .. yep\n"]
[715, "... ...I don't wanna get rid of twitter  You guys are too cool...\n"]
[716, "... i try... i try so hard... and i seem to get no credit for it.... wats the prob?\n"]
[717, "\"- ... wide awake\n"]
[718, ".... Dream beautiful.\n"]
[719, ".... now only have one roommate....\n"]
[720, "..... Im givin myself 5 minutes to turn that frown upside down\n"]
[721, "......i cant even say a word right now\n"]
[722, ".....why am i so sad??...becuz of u or becuz of the exam??.....i think..becuz of u...\n"]
[723, "...?                   ..frustrated?\n"]
[724, "...and i feel a shallow breath that squeezes past the fifty pounds of stone laid in my chest.\n"]
[725, "...just found out that a friend from my childhood has passed away... May he Rest In Peace.\n"]
[726, "...still in the office...\n"]
[727, "...that is all\n"]
[728, "..sniffles... since I dont get to leave this fucking house...AW GREAT the power's gone. and its getting dark.. Puurfect!\n"]
[729, "/ I feel so ... ... Left out\n"]
[730, "::sigh:: we didnt win the contest . stupid popularity contest. i had so many votes for her also.  im realy sad. i had such a good feeling\n"]
[731, ";( noooo! why? things are so complicated if I spelt that wrong idc\n"]
[732, ";( noooo! why? things are so complicated if I spelt thy wrong idc\n"]
[733, "\" ;) Butterfly Day (Jun 19\n"]
[734, "??? what does it means ?\n"]
[735, "@ JFK International Airport http://loopt.us/PPYZTQ.t\n"]
[736, "@ jonas brothers youtube bein suspended\n"]
[737, "@ moval court 4 a traffic ticket..I should b sleeping..aahh.\n"]
[738, "- @ work.. || Only 5 hours of it today and then weeeekend!  Can't wait for the long weekend to begin! Gonna get some things done for sure!\n"]
[739, "@ahugeproduction Praying for my cold to go to my head because a skunk just sprayed my yard. This is the w.. http://tr.im/n8AI\n"]
[740, "\" @AriaaJaeger Created from the realms of Light\n"]
[741, "@arjunbasu The music was so quiet that he was sure there was a massive hoax being played. On him alone. I.. http://tr.im/mP2j\n"]
[742, "@bananarchy_atx sold out of frozen bananas today!   http://mypict.me/2QIM\n"]
[743, "@beckobviously i have no car to come to you either.\n"]
[744, "@belllareow has disappeared again\n"]
[745, "- @billyraycyrus oi tell your daughter to lower her ticket prices we cant afford it in london  my sister cried.\n"]
[746, "\"- @brooklyn_belle LOL. &quot;cat.&quot; I'm a huge fan. Also\n"]
[747, "\" @Canuckflack Speaking as a historian\n"]
[748, "\" @cnnbrk: Farrah Fawcett\n"]
[749, "\"- @cmedders Yes\n"]
[750, "\" @CranberryPerson Dear hyper chihuahua\n"]
[751, "@danawalker Washington Capitals would be one of #myweakness as well.\n"]
[752, "\" @daveena looking fwd to a twitpic of selma soon. Cool name\n"]
[753, "@desiredeffect\n"]
[754, "@dustincary yea I really wanna see a win for him at daytona\n"]
[755, "@DWO34 Great to follow @BUTTERFLYWHEEL @DebraWard @chastity_1111 @Cortnee4Christ @DWO34 @DarrenSproat @Sharboubou @mikehanes\n"]
[756, "@EightyThreeKid aww I'm sorry bae u kno I be grindin =D BUT I GOT U I SWEAR....I needa go buy an artbook that or construction paper\n"]
[757, "\"- @fontenot619 Hey you! @PoisonGirl10 How long will you be on? @summerblonde83 Thx! @Nic0pic0 hehehe yw ;) @sevgli Yeah\n"]
[758, "\" @gigia: &quot;@Mama_K: &quot;Nobody told me Violent Femmes covered Gnarls Barkley! &quot; tks\n"]
[759, "@HitzProductions unfortunately I'm coming from NJ the boonies...I gotta drive to the path\n"]
[760, "\"- @iamfauxpas All gigs this weekend have been cancelled\n"]
[761, "\" @idvssuperego Started working on a \u00e2\u20ac\u0153warm\n"]
[762, "@infobotz News = Google Getting Twitterpated? - http://tinyurl.com/oropl7\n"]
[763, "@isak is mad at me. #fail\n"]
[764, "@jazzgotsoul @liveguy lol nooooooooo!!!\n"]
[765, "@jessdelight I just played ur joint two songs ago. Everyone in studio was feeling it!\n"]
[766, "- @jonswerens I can't get excited about Conan.\n"]
[767, "@LadyKeisha @scorpio510 thanx for the post &amp; the warm wishes.. enjoy ur day!\n"]
[768, "@latuacatante17 youu welcomee\n"]
[769, "\" @LisaBarone If\n"]
[770, "@lisad stopped talking to me. I should stalk her. ^^\n"]
[771, "\"- @littlecharva - you'll be pleased to know I did not have a nice night's sleep\n"]
[772, "\" @loic Now try sex in bing\n"]
[773, "@lushone toolio has court on the 24th...\n"]
[774, "\" @Mgapmp When you meet @johncmayer tonight\n"]
[775, "@MICHAEL_CASTRO is not at 902  thanks!\n"]
[776, "- @minxlj hope you get better soon\n"]
[777, "@misterdjin i just saw...\n"]
[778, "@Mizz_Bliz I slept late too. I wonder y u did...Mhmm. I'm not as hype as u think to leave the country for 2 weeks &amp; 3 days.\n"]
[779, "@MIZZWALKER which one???\n"]
[780, "@moogyboobles AHHHHHH - bloody Five. Why did they give away House (and me the Sky subscription)?\n"]
[781, "@Mp3Jackson Is Upset With Me Lol\n"]
[782, "\" @mrjoecool well praise the lord 4 gud moods i kno i need 2 b 1\n"]
[783, "@Nambu sending my tweets from wrong account although selected the right one.\n"]
[784, "\" @oliveshoot aw\n"]
[785, "big ass kool-aid smile on my face from talkin to my boo...\n"]
[786, "bleh... I feel like QQing now.\n"]
[787, "blowdrying my hair\n"]
[788, "Boo to that\n"]
[789, "bored........doing nothing at all....okay...i'm a pretty shy girl...\n"]
[790, "BOREDDDD  going to do powerpoint\n"]
[791, "boring nite...damn I guess I better get use to this\n"]
[792, "boro let me down. It's getting very tight.\n"]
[793, "bosco graduation then sara's voice recital\n"]
[794, "breakfast with family\n"]
[795, "Britains Got Talent on RIGHT NOW ! Good luck Susan Boyle ;)\n"]
[796, "bummed to be missing bb Kris's comcast chat. Stupid responsibilities.\n"]
[797, "\" burnt tongue\n"]
[798, "but eatting popcorn so its getting better\n"]
[799, "but I don't want a boyfriend for the summer.\n"]
[800, "\" but I love you\n"]
[801, "\" but not HIM! He's just a brown nose\n"]
[802, "\"- but suddenly something happens\n"]
[803, "can first see MTV Movie Awards on Thursday!! how sad!!&lt;3&lt;3 but am looking forward to Thursday!! jubii!!\n"]
[804, "Can I join you?  {*_*}  KarenWild\n"]
[805, "canon powershot s400 you had served me very well. i am sorry that i left u in that car for hottest 3 days... i mourn your loss\n"]
[806, "\" cant afford to see Angels and Demons\n"]
[807, "\" can't get motivated\n"]
[808, "cant get up to auckland to watch jb 3d movie. im soo gutterd. suppose i have to wait till the dvd release..\n"]
[809, "Can't log into my computer at work.  ack!  Got lots to do. IT guru out today. can anyone help me?\n"]
[810, "can't make any labels til my computer is fixed..can't fix my computer until I make some money..can't make money unless I sell soap grrrr\n"]
[811, "can't sleep -_- this sucks eggs and bacon! I'm suppose to get up early to\n"]
[812, "\" can't sleep\n"]
[813, "Can't Wait For Hills Finale Tonight! \u00e2\u2122\u00a5\n"]
[814, "\" Can't wait for the weekend\n"]
[815, "Carrie has a bad eye infection...just waiting for hear from the vets to see if they found anything\n"]
[816, "cba i'm revising my french oral fuck it\n"]
[817, "- certification test #2 at 8:30 this morning. Feeling much better about this one today\n"]
[818, "changin my name to ambergirl66 ;) haha my youtube name and it mathces my background ;)\n"]
[819, "-- chilling with my niggahz Haley and Dylan\n"]
[820, "chocolate cake with a delicious strawberry yummy yummy\n"]
[821, "\" church with matt\n"]
[822, "-- city tonight for mae!\n"]
[823, "cnt even use a single Twitter App!!!!!\n"]
[824, "\" cold\n"]
[825, "come on bitchesss #barakatday #barakatday #barakatday #barakatday\n"]
[826, "come party\n"]
[827, "\" come to manchester while your in england  id love to meet you  did you have fun in germany? its beautiful\n"]
[828, "Coming up to the home stretch now with this J/M fic. YAY!!\n"]
[829, "computer is being very tempermental at the moment....\n"]
[830, "\" Congrats to AL's newest state Senator elect\n"]
[831, "Content.&quot;made a pac lets see how long it last&quot;\n"]
[832, "cookies the first time\n"]
[833, "could this night be any worse?\n"]
[834, "couldn't find it\n"]
[835, "cramps. Drugs--good.\n"]
[836, "crap day tat will get craper\n"]
[837, "credit card bill. ow my wallet.\n"]
[838, "\"-- dad came back &amp;asked us to go to anyer till thu! While him\n"]
[839, "dads got to turn the power off  caio\n"]
[840, "dammit... No more sleep for me.. And on my day off to.. :-/\n"]
[841, "\" damn gettin it from someone right now\n"]
[842, "damn u still haven't been to sleep? and just look them up...i think it was Royalty Beats and City Council\n"]
[843, "damn! didnt make on time and the border was closed! drove hr. to toher side of state to make it ti Mexico!.sniff! sniff! tired!\n"]
[844, "\" Damn\n"]
[845, "damn. There has to be something wrong. And its not youu\n"]
[846, "Dan won't have off for my birthday.\n"]
[847, "\" darn you city\n"]
[848, "def. i have no studio so ur jus gunna get the lyrics [shrug]  @ExoticBella_\n"]
[849, "definately bedtime\n"]
[850, "definately just missed my train. smh. fuck!\n"]
[851, "depressing day ? http://blip.fm/~6tfp6\n"]
[852, "\" devstateddd\n"]
[853, "did not get to go see UP!! Oh well ended up going to dinner with Blase and Bridget!\n"]
[854, "didn't get much sleep again cos of the flippin neighbours! Grr time to work again!\n"]
[855, "\" Didn't get to do some car scheming tonight. sad. but i did get to mosh while looking like a complete bogan\n"]
[856, "didn't go out last night I fell asleep .... I Suck (not literally)\n"]
[857, "\" Didn't have time updating because was 2 busy enjoying this &quot;love making\n"]
[858, "didn't think Netball was on coz it was raining when I got there ... Now no one can take me  Manee is going to b annoyed :|\n"]
[859, "Didn't win the twitter contest. BOO\n"]
[860, "Dinara lost again in Roland Garros. Why the Safins have to do it hard?\n"]
[861, "dinner &lt; bath &lt; workout &lt; run\n"]
[862, "Diplomatic husband to his wife &quot;How do u expect me to remember ur birthday when u never look any older?&quot; (via @normaltusker @nehabagoria)\n"]
[863, "dissapointed.\n"]
[864, "does anybody know the statistics homework *not that I have started* nobody is answering my emails about business studies...\n"]
[865, "doesn't know what to get fir a tattoo\n"]
[866, "dont feel good ptosis ;)\n"]
[867, "Don't forget to vote today! http://bit.ly/3MG0r\n"]
[868, "- don't ignore the smell of sizzling skin when you're sitting in the sun!\n"]
[869, "dont know whats wrong with me\n"]
[870, "Don't like ending the night arguing with the huz in SMF over stupid home improvement crap.\n"]
[871, "don't wanna go to work\n"]
[872, "@Dayngr TweetWrath I think I just coined a new word where is that twitter dictionary http://tr.im/nyYv\n"]
[873, "@DemonicTurtle - You guys have fun last night? I hope you got my text... Pub quizzage tomorrow?\n"]
[874, "@DJWiLLGATES\n"]
[875, "\" @electrograffiti I know but I'll miss having someone to bitch about Brussels trams\n"]
[876, "@ELYSIANFIELDZ=CLASS @ELYSIANFIELDZAJ=NO ANSWER @RON_NO4LYFE=WORK @_ETJ= ON THE ROAD @PLUSISAPLUS=N NOLA IM HUNGRY WITH NO1 2 EAT WITH!\n"]
[877, "@essentially_me Funny fact: @sween has about 3x his town's population following him on tumblr. How does h.. http://tr.im/lCEl\n"]
[878, "\" @fernandofelman am gonna miss you too. if it's really gonna be 2-3 years\n"]
[879, "- @flopearedmule  Guess that's the end of my love affair with emusic.\n"]
[880, "@Grahamapalooza @RoniBryantMusic @Rob_in_Grantham @BananasMel @joetech @joecopas2671 @britespark @r0ckrulez @johnnybeane @bsideofSoccer\n"]
[881, "- @hannahradford is taking me to lunch today\n"]
[882, "@I_am_delo\n"]
[883, "@iggigg too busy to see me in London this evening. What is a boy to do?\n"]
[884, "@JeffersonReid is never on Twitter anymore\n"]
[885, "@jessdelight: LMAO @liveguy\n"]
[886, "@joeschmitt Twitter maintenance on a Friday night? They really haven't been listening if they think we wo.. http://tr.im/nDkq\n"]
[887, "\" @johnmaeda Are you a .EXE (do-er)\n"]
[888, "@joseke Trent Reznor quits Twitter - http://migre.me/281e (via @trabalhosujo)\n"]
[889, "- @Kerry350 would love to meet up with yourself and @angeloys but I've made plans already  we'll get another opportunity again soon!\n"]
[890, "@krystynchong that's a lovely compliment. thx much!\n"]
[891, "@ksymmonds THANKYOU\n"]
[892, "@LAFD*UPDATE: SB 110 Fwy x 8th St* Correction: Dead female now '16 y/o'; LAFD complete; CHP &amp; Coroner to handle; NFD - Brian Humphrey###\n"]
[893, "@lazoug KStew and MA still together http://bit.ly/cdrcw happy or not?? Lol Im happy if Kristen is happy\n"]
[894, "- @libraritarian59 Oh no! @donutspy isn't a good link!\n"]
[895, "\"- @littlecharva - if the front wasn't black on both\n"]
[896, "\"- @littlecharva - the full voice control is making me want iPhone 3GS\n"]
[897, "@MaMii_THiCKNESS don't do dat. jst tell em 2 suck ur dyck! that always makes me feel better\n"]
[898, "- @MelbourneVixens Awesome 4th quarter ladies! Great game\n"]
[899, "@monique4ever is messing with my mind.\n"]
[900, "@netfart quite the opposite\n"]
[901, "\"- @nikkofelipe night\n"]
[902, "@ohhushaubrey it makes me wanna cry\n"]
[903, "\" @PAN1F @OregonMJW No\n"]
[904, "@PhillMason @Philoscribe Thank you. I am genuinely grateful\n"]
[905, "- @PinkElephant73 So pretty much you look like a candy floss machine today\n"]
[906, "@prblog @steverubel posterous looks like tumblr for iPhone? looks interesting. can you fold this content .. http://tr.im/nhcv\n"]
[907, "Dont Wanna Leave NY Today.\n"]
[908, "' dont worry about the for amigos!! there still hangin in there'   &lt;//3\n"]
[909, "down to 3k in chips.\n"]
[910, "\" downloaded one movie yesterday and having some problem with that\n"]
[911, "Driving Lizzie to the airport. Say good bye Lizzie.\n"]
[912, "-- DT tonight; DT tomorrow day &amp; night   beauty.\n"]
[913, "dude I almost just shocked myself. Lesson learned never get outta the shower and think electricity won't hate on ur ass.\n"]
[914, "- eaten some steak!!! im feeling good! much better!! missing my lady though\n"]
[915, "eating my last wizz fizz\n"]
[916, "ECL all day to try to cram all of this organic chemistry back into my head. Final tomorrow. ugh\n"]
[917, "eff that bitch at Dunkin Donuts\n"]
[918, "\" elise and melanie are the SHIZ\n"]
[919, "ellie just text me saying &quot;theyre not gona read our text are they? &quot; I WILL SPEAK TO MCFLY!\n"]
[920, "emotional.\n"]
[921, "\" Everton F.C. just got beat in the Finals of the F.A. Cup against Chealea F.C. Oh well\n"]
[922, "everton. oh well. lol.\n"]
[923, "every fucking day\n"]
[924, "every one i was talking to on msn has gone offline  and i won't be able to talk till them tomorrow  i feel lonely :'( x\n"]
[925, "- Every so often I catch my own reflection &amp; think .. Now that's one cool son-of-a-b*tch .. today's one of those days\n"]
[926, "\" every time i leave my room\n"]
[927, "everyones drunk but me\n"]
[928, "everyones dying or bordeirlne on SVU\n"]
[929, "Exams.....help !\n"]
[930, "expensive car repairs\n"]
[931, "Explore twitter\n"]
[932, "F%$&amp;ing Red Wings!\n"]
[933, "\" failed inspection. Did you know you can pass wo/oven\n"]
[934, "failing at everything i should just give up now....\n"]
[935, "Famed Michigan bookstore to close its doors http://u.mavrev.com/bc7v\n"]
[936, "famliy  going bck homee and have too taKE sister hores riding oh no gonna be a boring day\n"]
[937, "Farrah Fawcett dies of cancer at 62. http://bit.ly/OnhYd\n"]
[938, "fcukk you!\n"]
[939, "fedex will be kicked out of the french open ...\n"]
[940, "feelin very pessimistic ):\n"]
[941, "feeling a litle sad\n"]
[942, "feeling all sad leaving mumbai...\n"]
[943, "feeling down. reality is setting in. i know i should be beyond this point. why am i still here? i want to follow my dreams but im scared\n"]
[944, "Feels bad for Cali... poor thing.\n"]
[945, "female model tortured by prince http://tinyurl.com/mbmanohara\n"]
[946, "ferrets are much cooler than fishes.\n"]
[947, "FIELD TRIP TODAY  LEAVING NOW :3\n"]
[948, "\"- finally at home ; bout to napp\n"]
[949, "Finally managed to check the Euromillions results......NO \u00ef\u00bf\u00bd89 million for me I'm afraid :[   Oh well...you gotta be in it to win it!\n"]
[950, "\" finding out the Hollywood Video i frequent\n"]
[951, "@PurpleHazeYobi Hope you had fun with &quot;Lisa&quot; the Jillian replacement lol... I was busy getting @_rosiecakes drunk! lol I &lt;3 u both... xo\n"]
[952, "@richietachie i missed all..imma call u tomorrow..and reduce the number of Qs by tomorrow pls...i have a phobia for that lol seriously\n"]
[953, "@rickswift #followfriday these ppl or catch crabs @KarlKleese @lpjdesign  @LostZombies @pinkraygun @BittenbyBooks @hippojuicefilm @zazzle\n"]
[954, "\" @SandyU @MightyBoognish @kittyireland It's light with a bit of punch. Mission=San Francisco gin\n"]
[955, "\" @Savage_Death55 I am super emo about stupid stuff rn\n"]
[956, "@sf_giants bullpen loses lead\n"]
[957, "@ShawnaShameless &amp; @killavilla if anyone else said something it's to you too.\n"]
[958, "@Spiral_galaxy @YMPtweet i mean we have the best religion the only thing that we have to do is to follow it the right way\n"]
[959, "@StephenHDunn bows out of the Raid. &quot;Dunn&quot; his back Inn. Speedy recovery mate.\n"]
[960, "@stevijean yeahuhh\n"]
[961, "\" @sylvanus is having the worse day ever. Boss is spazzing out at work and finally done with a late night photo shoot\n"]
[962, "@tahninial just called me a cheeseburglar. He made me sad\n"]
[963, "@taylorswift13 didnt win the first award she was nominated for. Oh well.. Shes tied for most nominations.\n"]
[964, "\" @Tellman says\n"]
[965, "- @TendaiJoe well none of us are getting out of here alive but we would like to stay a while.I wish people would stop killing each other\n"]
[966, "@the_prodigy AND @NKOTB in Boston 2day Boo!! Roll on summer already!!! x\n"]
[967, "@therealglambert sorry...got carried away with gossip  on another note: Pass on a Hippo Birdie &amp; a big koala hug to KRIS for me! xoxo K\n"]
[968, "\" @thesmartmama I have no office. I know this is hard to believe\n"]
[969, "@ThisChicsFlava: @DaPrbmChild lmao&lt;3\n"]
[970, "@tommcfly hi when ur back &amp; when ur next in mk i am gona need 1 of your really good hugs that only you and my friend liam can give ok.\n"]
[971, "\" @tweetdeck lost my groups\n"]
[972, "@WeeLaura Guardian UK: 12 students reported killed in crackdown after violent clashes in #Iran http://bit.ly/wHLBv\n"]
[973, "\" @YMPtweet @Spiral_galaxy  but so badly no one does\n"]
[974, "\" @zeldman just said on Flickr re a Mac that wouldn't install OS X (yes): &quot;As user-focused design goes\n"]
[975, "__cheer up emo kid.\n"]
[976, "~ LVATT IS COMMING!!! ~\n"]
[977, "= next few days\n"]
[978, "=] happy sunday =]\n"]
[979, "1 dinger in and I so regret popping that pill...\n"]
[980, "\" 1 month of bed by 1:30AM\n"]
[981, "2 days I haven't tlkd 2 mi amor..im kinda stubborn when it comes 2 my bf..I will NOT call..not a bugaboo type\n"]
[982, "2 hear about jon n kate...couples should steer clear of those reality shows! just say no!\n"]
[983, "--- 2009 NCAA National Softball Champions UW Huskies\n"]
[984, "\" 2nd item did not arrive\n"]
[985, "Finished my paper!!!!!!!!!! But............   smh\n"]
[986, "first days are always good..wish my dentist gave me more hours though\n"]
[987, "fone off....cant talk 2 my love....imu marcus!!!!!\n"]
[988, "\" for the fact that *I* didn't get any work done\n"]
[989, "\" forgot XBL was off today\n"]
[990, "found a mosquito bite.  (Those tend to get really swollen and red for me)  Distracting myself with caffeine\n"]
[991, "Found a way to make this Private woot woot\n"]
[992, "Four more fake people added me. Is this why people don't like Twitter?\n"]
[993, "frank iero should be the sexiest vegetarian 2009.\n"]
[994, "\" french lost\n"]
[995, "fuck man .i hate this. =O. work suckss :'(\n"]
[996, "\" fuck you\n"]
[997, "\"- fuck\n"]
[998, "fuck. I am an ugly person.\n"]
[999, "fucking rur mom\n"]
[1000, "\"- Fwd: Good Morn\n"]
[1001, "gah. so much less ok than i was trying to tell myself i was.\n"]
[1002, "GCSE's clearly suck.\n"]
[1003, "- Geez Chelsea already scored against Everton   1-0\n"]
[1004, "gerald lost a friend............idk what to say........this is like day 2 of crazy events.......\n"]
[1005, "getting &quot;goodbye&quot; e-mails from #Iran #iranelection\n"]
[1006, "-- getting a Mani + Pedi with the husband!\n"]
[1007, "getting a webcam today.\n"]
[1008, "\"- Getting ready to leave for Spring City\n"]
[1009, "- getting ready to watch the Sprint Cup boys try to tame the concrete Monster Mile! hopefully tires won't be too much of an issue!\n"]
[1010, "girls girls. don't fight! you both can have me! there's enough to go around!\n"]
[1011, "gnight my phone sucks Bleh\n"]
[1012, "-- g'night tweeties! &lt;3 talk to you all in the AM  - @damesmash haha you have work in the AM\n"]
[1013, "go away migraine!!! you are not welcome!!!\n"]
[1014, "go away rain.\n"]
[1015, "go follow my personal twitter! @nikkidallasen\n"]
[1016, "Go Wings! FTW!\n"]
[1017, "- God i'm up early. Hayley still asleep but today is party day so i'm getting stuff ready.  x\n"]
[1018, "going home to see my baby   [dont be ashamed of your faith]\n"]
[1019, "going out for dinner with the family\n"]
[1020, "going to bed\n"]
[1021, "going to bed.\n"]
[1022, "- going to bed.\n"]
[1023, "going to get pi\u00ef\u00bf\u00bda colada mix to wallow in my sorrows\n"]
[1024, "\" going to have such a bad day\n"]
[1025, "going to lay down. Fuck tonight\n"]
[1026, "Going to London Expo this weekend  Can't wait !\n"]
[1027, "going to master classes without my car... I miss you my VW!!!\n"]
[1028, "\"- goingg to sleep  school\n"]
[1029, "gonna miss jesse mccartney's live stream from kiss concert cuz i have to babysit. figures they dont have internet klfjhadsklfhk fml\n"]
[1030, "\" Gonna WoW for a bit. Later\n"]
[1031, "good luck!!\n"]
[1032, "good morning lovely!\n"]
[1033, "good morning/afternoon. Things will be great today.\n"]
[1034, "@only1fe FF @TommyBlack @djksly @Wordsmithmusic&lt;--FF them!Tommy- CHi ALLday K-sly..FLY!!JUNCITY! MANHATTAN!ATL OWWW! ; ) wordsmith fiyah!\n"]
[1035, "@pageoneresults Online reality blogging &amp; tweets... My Life On the Social Media D-List\n"]
[1036, "\"- @paul_a_smith - ooh\n"]
[1037, "\"- @PJ - @alexjreid's family friend who died is also my old art teacher  very sad\n"]
[1038, "@rabbitroodle  I think I've won the battle over the impending *crud*. Enjoy your drive this AM\n"]
[1039, "- @rainboweffect Crickey can't think that far ahead - think getting to 2009 followers is pretty ambitious\n"]
[1040, "\" @reidstott Coffee keeps me running. In fact\n"]
[1041, "@remysoon\n"]
[1042, "@saharabloom got off lazy bum and did Chalean burn intervals. I turned a fascinating shade of puce. Wondered where all the oxygen went .\n"]
[1043, "- @samshafer I bookmarked it and will check it out after I get some sleep. Thanks Sam!\n"]
[1044, "@shanedawson i'm sad now i leave for 2 hours and u didn't even miss me  anywho um i still luv u and whats with getting a frozen turkey?\n"]
[1045, "@ShannonHerod &quot;It is always your next move.&quot; Napoleon Hil http://tr.im/mR0u\n"]
[1046, "@sonjatweet ur hot\n"]
[1047, "\" @ssandall That's it! Removing bots is like weeding a garden. Not fun\n"]
[1048, "@TheNotoriousJEN\n"]
[1049, "@tjwriter Hubby has Briso on DVD.  I haven't seen it all yet but I enjoy it. I saw Army of Darkness and Evil Dead because of Hubs too.\n"]
[1050, "\"- @ToothFairyHeavn What a considerate Tooth Fairy you are\n"]
[1051, "' @vangeest We are perfectly on schedule' - Nobody is waisting time today  (Don't mention the Sun again;) Dedicated audience\n"]
[1052, "\" @yhf My twenties: Look\n"]
[1053, "\" @YMPtweet @Spiral_galaxy but so badly no one does\n"]
[1054, "\" @Zaius13 If it weren't for unspeakable things\n"]
[1055, "_BellaCullen18_  i've been ok just got through crying with leah * frowns at the thought* we were talking about our dead fathers\n"]
[1056, "~ cooking!!!\n"]
[1057, "~ ncis!!!\n"]
[1058, "- 1 follower WOW!\n"]
[1059, "100 followers!  YAY!\n"]
[1060, "11:11 makee a wishhh ;)&lt;3 GOODNIGHT\n"]
[1061, "11:11. I know what I'm wishing for!\n"]
[1062, "- 155 days until the JB'concert in Milan!!!!I'm guarding my tickets\n"]
[1063, "\" 2 days of this month left\n"]
[1064, "2 more weeks of classes and 1 week of exam blockk then HOLIDAYS!!! holland and then on to australia x\n"]
[1065, "2 weeks!!!!\n"]
[1066, "21 days of no twittering and i'm back. -.- i think.\n"]
[1067, "2morrow last day of skool! i'm gonna miss everyone thats leaving and specially you mel mel! bye bye! good night twitters!! &lt;3\n"]
[1068, "30 lbs lost since Feb. Still have a lot more to go.\n"]
[1069, "\" 4 more minutes of lunchtime left\n"]
[1070, "\" Good Night ! Okay\n"]
[1071, "Good night! Arrgghhhh 5-2 B.P. Do work boys!\n"]
[1072, "good to hear from you\n"]
[1073, "good weekend\n"]
[1074, "Goodbye CWG of my life.\n"]
[1075, "goodbye hair length\n"]
[1076, "- goodnight  ! math&amp;spanish finals tomorrow. spanish should be easy. woo.\n"]
[1077, "gooooood morning my twitter friends!  Have a nice sunday\n"]
[1078, "Gossip girl tonight!!!\n"]
[1079, "got burned really bad due to constantly being too wet to reapply sunscreen\n"]
